SEMMEDDB Subject Code	SEMMEDDB Subject T code	SEMMEDDB Predicate	SEMMEDDB Object Code	SEMMEDDB Object T code	Notes
		PART_OF	not_found	nsba	Range exclusion
		PART_OF	T122	bodm	Range exclusion
		PART_OF	T131	hops	Range exclusion
		PART_OF	T087	amas	Range exclusion
		PART_OF	T050	emod	Range exclusion
		PART_OF	T192	rcpt	Range exclusion
		PART_OF	T020	acab	Range exclusion
		PART_OF	T019	cgab	Range exclusion
		PART_OF	T033	fndg	Range exclusion
		PART_OF	T130	irda	Range exclusion
		PART_OF	T061	topp	Range exclusion
		PART_OF	not_found	strd	Range exclusion
		PRECEDES	T061	topp	Range exclusion
		PRECEDES	T060	diap	Range exclusion
		PRECEDES	T047	dsyn	Range exclusion
		PRECEDES	T046	patf	Range exclusion
		PRECEDES	T020	acab	Range exclusion
		PRECEDES	T040	orgf	Range exclusion
		PRECEDES	T191	neop	Range exclusion
		PRECEDES	T043	celf	Range exclusion
		PRECEDES	T048	mobd	Range exclusion
		PRECEDES	T042	ortf	Range exclusion
		PRECEDES	T039	phsf	Range exclusion
		PRECEDES	T058	hlca	Range exclusion
		PRECEDES	T045	genf	Range exclusion
		PRECEDES	T049	comd	Range exclusion
		PRECEDES	T109	orch	Range exclusion
		PRECEDES	T116	aapp	Range exclusion
		PRECEDES	T129	imft	Range exclusion
		PRECEDES	T125	horm	Range exclusion
		PRECEDES	T081	qnco	Range exclusion
		PRECEDES	T123	bacs	Range exclusion
		PRECEDES	T114	nnon	Range exclusion
		PRECEDES	T050	emod	Range exclusion
		PRECEDES	T121	phsu	Range exclusion
		PRECEDES	T074	medd	Range exclusion
		PRECEDES	T195	antb	Range exclusion
		PRECEDES	T131	hops	Range exclusion
		PRECEDES	T197	inch	Range exclusion
		PRECEDES	T059	lbpr	Range exclusion
		PRECEDES	T170	inpr	Range exclusion
		PRECEDES	not_found	lipd	Range exclusion
		PRECEDES	T184	sosy	Range exclusion
		PRECEDES	not_found	opco	Range exclusion
		PRECEDES	not_found	carb	Range exclusion
		PRECEDES	not_found	eico	Range exclusion
		PRECEDES	T062	resa	Range exclusion
		PRECEDES	T033	fndg	Range exclusion
		PRECEDES	T019	cgab	Range exclusion
		PRECEDES	T037	inpo	Range exclusion
		PRECEDES	T200	clnd	Range exclusion
		PRECEDES	not_found	nsba	Range exclusion
		PRECEDES	T196	elii	Range exclusion
		PRECEDES	T044	moft	Range exclusion
		PRECEDES	T190	anab	Range exclusion
		PRECEDES	T126	enzy	Range exclusion
		PRECEDES	T028	gngm	Range exclusion
		PRECEDES	T032	orga	Range exclusion
		PRECEDES	T023	bpoc	Range exclusion
		PRECEDES	T056	dora	Range exclusion
		PRECEDES	not_found	strd	Range exclusion
		PRECEDES	T120	chvf	Range exclusion
		PRECEDES	T041	menp	Range exclusion
		PRECEDES	T079	tmco	Range exclusion
		PRECEDES	T034	lbtr	Range exclusion
		PRECEDES	T104	chvs	Range exclusion
		PRECEDES	T201	clna	Range exclusion
		PRECEDES	T065	edac	Range exclusion
		PRECEDES	T063	mbrt	Range exclusion
		PRECEDES	T054	socb	Range exclusion
		PREDISPOSES	T047	dsyn	Range exclusion
		PREDISPOSES	T191	neop	Range exclusion
		PREDISPOSES	T046	patf	Range exclusion
		PREDISPOSES	T033	fndg	Range exclusion
		PREDISPOSES	T048	mobd	Range exclusion
		PREDISPOSES	T037	inpo	Range exclusion
		PREDISPOSES	T184	sosy	Range exclusion
		PREDISPOSES	T049	comd	Range exclusion
		PREDISPOSES	T042	ortf	Range exclusion
		PREDISPOSES	T190	anab	Range exclusion
		PREDISPOSES	T019	cgab	Range exclusion
		PREDISPOSES	T020	acab	Range exclusion
		PREDISPOSES	T055	inbe	Range exclusion
		PREDISPOSES	T054	socb	Range exclusion
		PREP	T074	medd	Range exclusion
		PREP	T191	neop	Range exclusion
		PREP	T008	anim	Range exclusion
		PREVENTS	T047	dsyn	Range exclusion
		PREVENTS	T046	patf	Range exclusion
		PREVENTS	T184	sosy	Range exclusion
		PREVENTS	T037	inpo	Range exclusion
		PREVENTS	T191	neop	Range exclusion
		PREVENTS	T033	fndg	Range exclusion
		PREVENTS	T048	mobd	Range exclusion
		PREVENTS	T049	comd	Range exclusion
		PREVENTS	T020	acab	Range exclusion
		PREVENTS	T005	virs	Range exclusion
		PREVENTS	T190	anab	Range exclusion
		PREVENTS	T019	cgab	Range exclusion
		PREVENTS	T050	emod	Range exclusion
		PREVENTS	T055	inbe	Range exclusion
		PREVENTS	T054	socb	Range exclusion
		PREVENTS	T040	orgf	Range exclusion
		PROCESS_OF	T016	humn	Range exclusion
		PROCESS_OF	T015	mamm	Range exclusion
		PROCESS_OF	T028	gngm	Range exclusion
		PROCESS_OF	T025	cell	Range exclusion
		PROCESS_OF	T008	anim	Range exclusion
		PROCESS_OF	T100	aggp	Range exclusion
		PROCESS_OF	T098	popg	Range exclusion
		PROCESS_OF	T007	bact	Range exclusion
		PROCESS_OF	T023	bpoc	Range exclusion
		PROCESS_OF	T191	neop	Range exclusion
		PROCESS_OF	T012	bird	Range exclusion
		PROCESS_OF	T002	plnt	Range exclusion
		PROCESS_OF	T013	fish	Range exclusion
		PROCESS_OF	T024	tisu	Range exclusion
		PROCESS_OF	T204	euka	Range exclusion
		PROCESS_OF	T050	emod	Range exclusion
		PROCESS_OF	T101	podg	Range exclusion
		PROCESS_OF	T097	prog	Range exclusion
		PROCESS_OF	T004	fngs	Range exclusion
		PROCESS_OF	T010	vtbt	Range exclusion
		PROCESS_OF	T099	famg	Range exclusion
		PROCESS_OF	T014	rept	Range exclusion
		PROCESS_OF	T116	aapp	Range exclusion
		PROCESS_OF	T011	amph	Range exclusion
		PROCESS_OF	T096	grup	Range exclusion
		PROCESS_OF	T170	inpr	Range exclusion
		PROCESS_OF	not_found	invt	Range exclusion
		PROCESS_OF	T005	virs	Range exclusion
		PROCESS_OF	T123	bacs	Range exclusion
		PROCESS_OF	T121	phsu	Range exclusion
		PROCESS_OF	not_found	rich	Range exclusion
		PROCESS_OF	T001	orgm	Range exclusion
		PROCESS_OF	T192	rcpt	Range exclusion
		PROCESS_OF	T126	enzy	Range exclusion
		PROCESS_OF	T078	idcn	Range exclusion
		PROCESS_OF	T194	arch	Range exclusion
		PROCESS_OF	T129	imft	Range exclusion
		PROCESS_OF	T114	nnon	Range exclusion
		PROCESS_OF	T047	dsyn	Range exclusion
		PROCESS_OF	T131	hops	Range exclusion
		PROCESS_OF	T086	nusq	Range exclusion
		PROCESS_OF	not_found	nsba	Range exclusion
		PROCESS_OF	T087	amas	Range exclusion
		PROCESS_OF	T190	anab	Range exclusion
		PROCESS_OF	T195	antb	Range exclusion
		PROCESS_OF	T031	bdsu	Range exclusion
		PROCESS_OF	T019	cgab	Range exclusion
		PROCESS_OF	T018	emst	Range exclusion
		PROCESS_OF	T109	orch	Range exclusion
		PROCESS_OF	not_found	alga	Range exclusion
		PRODUCES	T116	aapp	Range exclusion
		PRODUCES	T123	bacs	Range exclusion
		PRODUCES	T109	orch	Range exclusion
		PRODUCES	T129	imft	Range exclusion
		PRODUCES	T125	horm	Range exclusion
		PRODUCES	T031	bdsu	Range exclusion
		PRODUCES	T028	gngm	Range exclusion
		PRODUCES	T126	enzy	Range exclusion
		PRODUCES	T197	inch	Range exclusion
		PRODUCES	T114	nnon	Range exclusion
		PRODUCES	not_found	nsba	Range exclusion
		PRODUCES	not_found	carb	Range exclusion
		PRODUCES	not_found	eico	Range exclusion
		PRODUCES	not_found	lipd	Range exclusion
		PRODUCES	T120	chvf	Range exclusion
		PRODUCES	T131	hops	Range exclusion
		PRODUCES	not_found	strd	Range exclusion
		PRODUCES	T192	rcpt	Range exclusion
		PRODUCES	T024	tisu	Range exclusion
		PRODUCES	T074	medd	Range exclusion
		PRODUCES	T121	phsu	Range exclusion
		PRODUCES	T185	clas	Range exclusion
		PRODUCES	T026	celc	Range exclusion
		PRODUCES	T099	famg	Range exclusion
		PRODUCES	T075	resd	Range exclusion
		PRODUCES	T127	vita	Range exclusion
		PRODUCES	T100	aggp	Range exclusion
		PRODUCES	T034	lbtr	Range exclusion
		PRODUCES	not_found	opco	Range exclusion
		PRODUCES	T089	rnlw	Range exclusion
		PRODUCES	T196	elii	Range exclusion
		PRODUCES	T195	antb	Range exclusion
		PRODUCES	T130	irda	Range exclusion
		PRODUCES	T200	clnd	Range exclusion
		PRODUCES	T122	bodm	Range exclusion
		PRODUCES	T016	humn	Range exclusion
		PRODUCES	T104	chvs	Range exclusion
		PRODUCES	T170	inpr	Range exclusion
		PRODUCES	T087	amas	Range exclusion
		PRODUCES	T061	topp	Range exclusion
		PRODUCES	T203	drdd	Range exclusion
		PRODUCES	T168	food	Range exclusion
		PRODUCES	T073	mnob	Range exclusion
		same_as	T061	topp	Range exclusion
		same_as	T109	orch	Range exclusion
		same_as	T116	aapp	Range exclusion
		same_as	T123	bacs	Range exclusion
		same_as	T028	gngm	Range exclusion
		same_as	T121	phsu	Range exclusion
		same_as	T074	medd	Range exclusion
		same_as	T195	antb	Range exclusion
		same_as	T131	hops	Range exclusion
		same_as	T197	inch	Range exclusion
		same_as	T125	horm	Range exclusion
		same_as	not_found	carb	Range exclusion
		same_as	T114	nnon	Range exclusion
		same_as	T120	chvf	Range exclusion
		same_as	T196	elii	Range exclusion
		same_as	T062	resa	Range exclusion
		same_as	T104	chvs	Range exclusion
		same_as	T129	imft	Range exclusion
		same_as	not_found	lipd	Range exclusion
		same_as	T200	clnd	Range exclusion
		same_as	not_found	nsba	Range exclusion
		same_as	T130	irda	Range exclusion
		same_as	T122	bodm	Range exclusion
		same_as	not_found	eico	Range exclusion
		same_as	not_found	opco	Range exclusion
		same_as	T126	enzy	Range exclusion
		same_as	not_found	strd	Range exclusion
		same_as	T103	chem	Range exclusion
		same_as	T192	rcpt	Range exclusion
		same_as	T026	celc	Range exclusion
		same_as	T060	diap	Range exclusion
		same_as	T168	food	Range exclusion
		same_as	T056	dora	Range exclusion
		same_as	T069	eehu	Range exclusion
		same_as	T081	qnco	Range exclusion
		same_as	T087	amas	Range exclusion
		same_as	T044	moft	Range exclusion
		same_as	T073	mnob	Range exclusion
		same_as	T023	bpoc	Range exclusion
		same_as	T025	cell	Range exclusion
		same_as	T005	virs	Range exclusion
		same_as	T127	vita	Range exclusion
		same_as	T083	geoa	Range exclusion
		same_as	T097	prog	Range exclusion
		same_as	T079	tmco	Range exclusion
		STIMULATES	T028	gngm	Range exclusion
		STIMULATES	T025	cell	Range exclusion
		STIMULATES	T123	bacs	Range exclusion
		STIMULATES	T044	moft	Range exclusion
		STIMULATES	T116	aapp	Range exclusion
		STIMULATES	T109	orch	Range exclusion
		STIMULATES	T121	phsu	Range exclusion
		STIMULATES	T040	orgf	Range exclusion
		STIMULATES	T197	inch	Range exclusion
		STIMULATES	T125	horm	Range exclusion
		STIMULATES	T196	elii	Range exclusion
		STIMULATES	not_found	nsba	Range exclusion
		STIMULATES	not_found	lipd	Range exclusion
		STIMULATES	T131	hops	Range exclusion
		STIMULATES	T126	enzy	Range exclusion
		STIMULATES	not_found	carb	Range exclusion
		STIMULATES	T129	imft	Range exclusion
		STIMULATES	not_found	eico	Range exclusion
		STIMULATES	T195	antb	Range exclusion
		STIMULATES	not_found	strd	Range exclusion
		STIMULATES	T086	nusq	Range exclusion
		STIMULATES	T192	rcpt	Range exclusion
		STIMULATES	T061	topp	Range exclusion
		STIMULATES	not_found	opco	Range exclusion
		STIMULATES	T114	nnon	Range exclusion
		STIMULATES	T130	irda	Range exclusion
		STIMULATES	T043	celf	Range exclusion
		STIMULATES	T122	bodm	Range exclusion
		STIMULATES	T042	ortf	Range exclusion
		STIMULATES	T104	chvs	Range exclusion
		STIMULATES	T127	vita	Range exclusion
		STIMULATES	T087	amas	Range exclusion
		STIMULATES	T026	celc	Range exclusion
		STIMULATES	T120	chvf	Range exclusion
		STIMULATES	T200	clnd	Range exclusion
		STIMULATES	T168	food	Range exclusion
		STIMULATES	T045	genf	Range exclusion
		STIMULATES	T069	eehu	Range exclusion
		STIMULATES	T039	phsf	Range exclusion
		STIMULATES	T033	fndg	Range exclusion
		STIMULATES	T032	orga	Range exclusion
		STIMULATES	T073	mnob	Range exclusion
		TREATS	T047	dsyn	Range exclusion
		TREATS	T101	podg	Range exclusion
		TREATS	T191	neop	Range exclusion
		TREATS	T015	mamm	Range exclusion
		TREATS	T016	humn	Range exclusion
		TREATS	T033	fndg	Range exclusion
		TREATS	T098	popg	Range exclusion
		TREATS	T046	patf	Range exclusion
		TREATS	T100	aggp	Range exclusion
		TREATS	T184	sosy	Range exclusion
		TREATS	T048	mobd	Range exclusion
		TREATS	T037	inpo	Range exclusion
		TREATS	T007	bact	Range exclusion
		TREATS	T190	anab	Range exclusion
		TREATS	T020	acab	Range exclusion
		TREATS	T019	cgab	Range exclusion
		TREATS	T032	orga	Range exclusion
		TREATS	T005	virs	Range exclusion
		TREATS	T099	famg	Range exclusion
		TREATS	T049	comd	Range exclusion
		TREATS	T050	emod	Range exclusion
		TREATS	T097	prog	Range exclusion
		TREATS	T096	grup	Range exclusion
		TREATS	T170	inpr	Range exclusion
		TREATS	T002	plnt	Range exclusion
		TREATS	T081	qnco	Range exclusion
		TREATS	T169	ftcn	Range exclusion
		TREATS	T055	inbe	Range exclusion
		TREATS	not_found	invt	Range exclusion
		TREATS	T004	fngs	Range exclusion
		TREATS	not_found	rich	Range exclusion
		TREATS	T041	menp	Range exclusion
		TREATS	T040	orgf	Range exclusion
		TREATS	T039	phsf	Range exclusion
		TREATS	T204	euka	Range exclusion
		TREATS	T114	nnon	Range exclusion
		TREATS	T079	tmco	Range exclusion
		TREATS	T023	bpoc	Range exclusion
		TREATS	T201	clna	Range exclusion
		TREATS	T078	idcn	Range exclusion
		TREATS	T080	qlco	Range exclusion
		TREATS	T194	arch	Range exclusion
		TREATS	T012	bird	Range exclusion
		TREATS	T056	dora	Range exclusion
		TREATS	T054	socb	Range exclusion
		TREATS	T082	spco	Range exclusion
		USES	T121	phsu	Range exclusion
		USES	T116	aapp	Range exclusion
		USES	T074	medd	Range exclusion
		USES	T059	lbpr	Range exclusion
		USES	T061	topp	Range exclusion
		USES	T060	diap	Range exclusion
		USES	T075	resd	Range exclusion
		USES	T073	mnob	Range exclusion
		USES	T195	antb	Range exclusion
		USES	T130	irda	Range exclusion
		USES	T063	mbrt	Range exclusion
		USES	T196	elii	Range exclusion
		USES	not_found	lipd	Range exclusion
		USES	not_found	carb	Range exclusion
		USES	T089	rnlw	Range exclusion
		USES	T168	food	Range exclusion
		USES	T185	clas	Range exclusion
		USES	T109	orch	Range exclusion
		USES	T120	chvf	Range exclusion
		USES	T200	clnd	Range exclusion
		USES	T028	gngm	Range exclusion
		USES	T123	bacs	Range exclusion
		USES	T114	nnon	Range exclusion
		USES	T129	imft	Range exclusion
		USES	T197	inch	Range exclusion
		USES	T125	horm	Range exclusion
		USES	T170	inpr	Range exclusion
		USES	T131	hops	Range exclusion
		USES	not_found	opco	Range exclusion
		USES	T203	drdd	Range exclusion
		USES	T122	bodm	Range exclusion
		USES	not_found	eico	Range exclusion
		USES	not_found	nsba	Range exclusion
		USES	not_found	strd	Range exclusion
		USES	T126	enzy	Range exclusion
		USES	T081	qnco	Range exclusion
		USES	T093	hcro	Range exclusion
		USES	T062	resa	Range exclusion
		USES	T104	chvs	Range exclusion
		USES	T026	celc	Range exclusion
		USES	T070	npop	Range exclusion
		USES	T045	genf	Range exclusion
		USES	T064	gora	Range exclusion
		USES	T056	dora	Range exclusion
		USES	T042	ortf	Range exclusion
		USES	T192	rcpt	Range exclusion
		USES	T127	vita	Range exclusion
		USES	T025	cell	Range exclusion
		USES	T167	sbst	Range exclusion
		USES	T092	orgt	Range exclusion
